"State"	"Customer Lifetime Value"	"Coverage"	"Education"	"EmploymentStatus"	"Gender"	"Income"	"Monthly Premium Auto"	"Months Since Last Claim"	"Months Since Policy Inception"	"Number of Open Complaints"	"Number of Policies"	"Policy Type"	"Total Claim Amount"	"Vehicle Class"	"Vehicle Size"
"6909"	"Oregon"	2795.735679	"Basic"	"Master"	"Employed"	"M"	85950	69	5	61	0	1	"Personal Auto"	47.70723	"Four-Door Car"	"Small"
"6910"	"Nevada"	8640.753192	"Basic"	"Bachelor"	"Employed"	"F"	33402	109	7	66	0	4	"Personal Auto"	71.053011	"SUV"	"Small"
"6911"	"Washington"	2624.896858	"Basic"	"High School or Below"	"Medical Leave"	"M"	18129	71	23	59	0	1	"Personal Auto"	340.8	"Two-Door Car"	"Large"
"6912"	"Oregon"	4815.020779	"Basic"	"College"	"Unemployed"	"M"	0	66	29	58	0	8	"Personal Auto"	711.8026	"Two-Door Car"	"Small"
"6913"	"California"	4460.418492	"Basic"	"College"	"Unemployed"	"F"	0	65	24	45	1	4	"Corporate Auto"	312	"Four-Door Car"	"Small"
"6914"	"Arizona"	6047.02516	"Extended"	"College"	"Employed"	"M"	20396	76	15	60	1	4	"Corporate Auto"	364.8	"Four-Door Car"	"Medsize"
"6915"	"Oregon"	8221.870429	"Premium"	"Master"	"Medical Leave"	"F"	13376	108	13	75	0	4	"Personal Auto"	774.714929	"Four-Door Car"	"Small"
"6916"	"California"	6798.272436	"Extended"	"College"	"Employed"	"F"	32517	94	11	53	3	3	"Special Auto"	451.2	"Four-Door Car"	"Small"
"6917"	"California"	12817.41348	"Basic"	"College"	"Employed"	"M"	28651	67	4	25	0	2	"Personal Auto"	302.272725	"Four-Door Car"	"Medsize"
"6918"	"Arizona"	5219.886414	"Basic"	"Bachelor"	"Employed"	"F"	64964	66	9	84	0	5	"Personal Auto"	286.967405	"Four-Door Car"	"Medsize"
"6919"	"Nevada"	6140.242989	"Extended"	"College"	"Employed"	"F"	34112	77	32	68	0	6	"Personal Auto"	369.6	"Four-Door Car"	"Small"
"6920"	"Arizona"	3756.63877	"Basic"	"College"	"Unemployed"	"F"	0	108	32	49	3	1	"Personal Auto"	718.383	"SUV"	"Medsize"
"6921"	"California"	7356.559341	"Extended"	"High School or Below"	"Employed"	"M"	81145	92	34	92	0	8	"Corporate Auto"	321.060571	"Two-Door Car"	"Large"
"6922"	"California"	32725.2974	"Extended"	"Master"	"Employed"	"F"	39894	134	23	87	0	2	"Corporate Auto"	411.077415	"SUV"	"Medsize"
"6923"	"California"	7057.463184	"Extended"	"High School or Below"	"Employed"	"M"	52447	90	5	57	0	7	"Personal Auto"	61.585668	"Four-Door Car"	"Medsize"
"6924"	"California"	11005.02349	"Basic"	"College"	"Unemployed"	"M"	0	69	31	69	2	2	"Personal Auto"	496.8	"Four-Door Car"	"Medsize"
"6925"	"California"	5563.771927	"Basic"	"College"	"Employed"	"M"	35398	71	26	41	0	7	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"6926"	"Oregon"	7451.479991	"Basic"	"High School or Below"	"Medical Leave"	"F"	26239	65	11	39	0	2	"Personal Auto"	312	"Four-Door Car"	"Small"
"6927"	"Arizona"	5181.054467	"Basic"	"College"	"Unemployed"	"F"	0	70	4	64	0	7	"Personal Auto"	336	"Four-Door Car"	"Large"
"6928"	"Washington"	12584.00638	"Basic"	"Master"	"Employed"	"M"	83013	103	2	75	0	2	"Corporate Auto"	155.125923	"SUV"	"Medsize"
"6929"	"Nevada"	2757.383982	"Basic"	"College"	"Employed"	"M"	50414	69	25	34	0	1	"Personal Auto"	331.2	"Four-Door Car"	"Medsize"
"6930"	"California"	7535.42519	"Basic"	"Doctor"	"Employed"	"M"	37496	65	1	36	0	2	"Corporate Auto"	312	"Two-Door Car"	"Small"
"6931"	"Oregon"	2826.804029	"Basic"	"High School or Below"	"Employed"	"F"	24224	71	7	64	0	1	"Corporate Auto"	511.2	"Two-Door Car"	"Small"
"6932"	"California"	7326.544855	"Extended"	"Bachelor"	"Employed"	"M"	62338	92	9	61	0	4	"Corporate Auto"	4.216231	"Four-Door Car"	"Medsize"
"6933"	"Oregon"	6633.137616	"Extended"	"College"	"Employed"	"M"	63483	83	4	84	0	3	"Personal Auto"	85.073541	"Four-Door Car"	"Medsize"
"6934"	"Arizona"	2485.886754	"Basic"	"High School or Below"	"Unemployed"	"M"	0	70	24	58	0	1	"Personal Auto"	504	"Two-Door Car"	"Medsize"
"6935"	"Oregon"	8598.185237	"Basic"	"High School or Below"	"Employed"	"M"	38113	73	4	34	0	2	"Personal Auto"	203.640251	"Four-Door Car"	"Large"
"6936"	"Arizona"	8586.801328	"Basic"	"High School or Below"	"Employed"	"F"	38676	72	24	33	0	2	"Personal Auto"	146.124719	"Four-Door Car"	"Medsize"
"6937"	"Arizona"	2417.777032	"Basic"	"Master"	"Employed"	"F"	20200	65	3	51	3	1	"Personal Auto"	312	"Two-Door Car"	"Medsize"
"6938"	"Arizona"	2693.663643	"Basic"	"College"	"Employed"	"M"	29038	69	14	61	0	1	"Personal Auto"	56.351667	"Four-Door Car"	"Medsize"
"6939"	"Arizona"	7179.22522	"Extended"	"Master"	"Employed"	"M"	23179	91	11	79	0	9	"Corporate Auto"	436.8	"Two-Door Car"	"Medsize"
"6940"	"Oregon"	10629.33736	"Extended"	"Doctor"	"Employed"	"M"	56598	88	29	29	0	2	"Personal Auto"	92.966783	"Four-Door Car"	"Medsize"
"6941"	"Arizona"	2710.918992	"Extended"	"College"	"Unemployed"	"M"	0	76	11	38	0	1	"Corporate Auto"	547.2	"Two-Door Car"	"Medsize"
"6942"	"Oregon"	7724.052993	"Basic"	"Bachelor"	"Employed"	"F"	46988	195	8	69	0	1	"Corporate Auto"	294.762659	"Luxury SUV"	"Medsize"
"6943"	"California"	2241.108638	"Basic"	"High School or Below"	"Unemployed"	"F"	0	63	5	7	0	1	"Personal Auto"	453.6	"Two-Door Car"	"Medsize"
"6944"	"Oregon"	33279.77231	"Basic"	"High School or Below"	"Employed"	"F"	59130	117	21	7	0	2	"Corporate Auto"	436.533172	"Sports Car"	"Medsize"
"6945"	"Washington"	5348.30258	"Basic"	"Bachelor"	"Employed"	"M"	31572	70	14	95	3	3	"Personal Auto"	292.434826	"Four-Door Car"	"Medsize"
"6946"	"California"	5251.152281	"Basic"	"Bachelor"	"Unemployed"	"F"	0	72	21	65	0	3	"Personal Auto"	345.6	"Four-Door Car"	"Medsize"
"6947"	"California"	4686.807406	"Premium"	"Bachelor"	"Employed"	"M"	32646	119	25	84	0	1	"Corporate Auto"	464.99983	"Four-Door Car"	"Medsize"
"6948"	"Arizona"	7148.331333	"Basic"	"Bachelor"	"Employed"	"F"	51791	181	10	46	1	1	"Personal Auto"	422.960234	"Luxury Car"	"Medsize"
"6949"	"Washington"	5028.575209	"Basic"	"High School or Below"	"Employed"	"M"	70828	62	8	18	0	4	"Personal Auto"	297.6	"Four-Door Car"	"Small"
"6950"	"Oregon"	2415.415525	"Basic"	"College"	"Employed"	"F"	40903	61	12	5	0	1	"Corporate Auto"	409.88696	"Four-Door Car"	"Small"
"6951"	"California"	7545.548643	"Basic"	"High School or Below"	"Unemployed"	"F"	0	106	19	67	1	3	"Corporate Auto"	631.108223	"SUV"	"Medsize"
"6952"	"California"	5264.425866	"Basic"	"High School or Below"	"Employed"	"F"	24031	66	32	37	0	3	"Personal Auto"	316.8	"Four-Door Car"	"Small"
"6953"	"Oregon"	4474.48438	"Basic"	"High School or Below"	"Employed"	"M"	84927	112	27	83	0	1	"Personal Auto"	537.6	"SUV"	"Small"
"6954"	"Oregon"	21578.86035	"Basic"	"Bachelor"	"Unemployed"	"F"	0	72	20	11	0	2	"Corporate Auto"	510.976913	"Two-Door Car"	"Small"
"6955"	"California"	2902.622439	"Basic"	"College"	"Employed"	"F"	23893	73	19	21	0	1	"Personal Auto"	186.292275	"Four-Door Car"	"Medsize"
"6956"	"Arizona"	10876.4794	"Extended"	"Doctor"	"Employed"	"M"	71255	138	28	16	0	4	"Personal Auto"	138.633681	"Sports Car"	"Medsize"
"6957"	"Nevada"	4413.285858	"Basic"	"College"	"Employed"	"F"	37697	112	35	8	0	1	"Personal Auto"	38.403843	"SUV"	"Small"
"6958"	"Arizona"	12504.49422	"Premium"	"College"	"Employed"	"M"	33746	106	29	23	0	2	"Personal Auto"	508.8	"Two-Door Car"	"Medsize"
"6959"	"Washington"	7462.926263	"Extended"	"College"	"Employed"	"F"	70263	93	30	66	0	5	"Personal Auto"	7.345946	"Two-Door Car"	"Small"
"6960"	"California"	2943.045259	"Extended"	"High School or Below"	"Unemployed"	"F"	0	81	26	23	0	1	"Personal Auto"	388.8	"Two-Door Car"	"Large"
"6961"	"Oregon"	5003.336664	"Basic"	"Doctor"	"Unemployed"	"F"	0	66	12	20	1	4	"Personal Auto"	445.19869	"Four-Door Car"	"Small"
"6962"	"Nevada"	13466.92071	"Basic"	"High School or Below"	"Disabled"	"F"	11432	119	11	9	0	2	"Special Auto"	571.2	"SUV"	"Small"
"6963"	"California"	3386.186515	"Extended"	"College"	"Employed"	"M"	67249	86	25	4	0	1	"Special Auto"	33.894695	"Four-Door Car"	"Medsize"
"6964"	"California"	5503.440723	"Basic"	"Bachelor"	"Employed"	"F"	76839	68	12	85	0	3	"Personal Auto"	326.4	"Four-Door Car"	"Medsize"
"6965"	"California"	4739.34663	"Premium"	"Bachelor"	"Employed"	"F"	49447	119	9	48	2	1	"Personal Auto"	762.007253	"Four-Door Car"	"Medsize"
"6966"	"Nevada"	15777.88702	"Basic"	"High School or Below"	"Employed"	"F"	98713	65	3	91	0	2	"Personal Auto"	289.894293	"Two-Door Car"	"Medsize"
"6967"	"Oregon"	2619.865336	"Basic"	"Bachelor"	"Employed"	"M"	26094	67	16	84	0	1	"Personal Auto"	2.028223	"Two-Door Car"	"Medsize"
"6968"	"California"	15445.66166	"Basic"	"Master"	"Employed"	"M"	26990	65	9	60	1	2	"Personal Auto"	297.864823	"Four-Door Car"	"Medsize"
"6969"	"Washington"	3355.528168	"Extended"	"College"	"Employed"	"F"	46644	84	34	19	0	1	"Personal Auto"	150.688024	"Four-Door Car"	"Medsize"
"6970"	"California"	2874.08847	"Basic"	"Master"	"Employed"	"F"	33462	72	12	9	0	1	"Personal Auto"	112.425578	"Four-Door Car"	"Medsize"
"6971"	"Oregon"	2846.645431	"Basic"	"Bachelor"	"Employed"	"F"	66880	71	7	54	0	1	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"6972"	"Arizona"	23813.52051	"Basic"	"Bachelor"	"Employed"	"M"	88680	66	5	66	0	2	"Personal Auto"	201.762191	"Four-Door Car"	"Medsize"
"6973"	"Oregon"	5313.467001	"Extended"	"High School or Below"	"Unemployed"	"M"	0	79	4	78	0	4	"Corporate Auto"	568.8	"Two-Door Car"	"Medsize"
"6974"	"Washington"	3730.144916	"Extended"	"College"	"Employed"	"M"	75132	93	7	33	2	1	"Personal Auto"	446.4	"Four-Door Car"	"Medsize"
"6975"	"California"	9031.214859	"Extended"	"Master"	"Unemployed"	"F"	0	122	15	47	0	9	"Personal Auto"	650.52179	"Sports Car"	"Medsize"
"6976"	"California"	5931.28489	"Basic"	"High School or Below"	"Employed"	"F"	56617	74	18	24	0	3	"Personal Auto"	355.2	"Four-Door Car"	"Small"
"6977"	"California"	9429.080755	"Extended"	"College"	"Employed"	"F"	75638	83	6	52	4	2	"Personal Auto"	108.69654	"Four-Door Car"	"Medsize"
"6978"	"California"	7613.049819	"Basic"	"Bachelor"	"Disabled"	"F"	24982	109	20	52	4	7	"Personal Auto"	523.2	"SUV"	"Medsize"
"6979"	"Washington"	3313.014405	"Extended"	"High School or Below"	"Employed"	"F"	40348	83	6	56	0	1	"Personal Auto"	26.314753	"Four-Door Car"	"Medsize"
"6980"	"Arizona"	7317.014254	"Basic"	"College"	"Employed"	"F"	24083	63	22	2	1	2	"Personal Auto"	340.453606	"Four-Door Car"	"Small"
"6981"	"Oregon"	2665.737082	"Basic"	"Bachelor"	"Employed"	"F"	81538	66	3	46	0	1	"Personal Auto"	272.844816	"Four-Door Car"	"Small"
"6982"	"Oregon"	3230.576665	"Extended"	"College"	"Employed"	"M"	62873	81	0	41	0	1	"Personal Auto"	207.75186	"Four-Door Car"	"Medsize"
"6983"	"Oregon"	17367.27409	"Premium"	"High School or Below"	"Employed"	"M"	66245	145	22	58	0	2	"Personal Auto"	181.501424	"SUV"	"Medsize"
"6984"	"Oregon"	10595.81033	"Basic"	"Bachelor"	"Unemployed"	"M"	0	102	22	20	0	2	"Personal Auto"	734.4	"SUV"	"Small"
"6985"	"California"	17006.00256	"Basic"	"Bachelor"	"Employed"	"F"	58620	71	11	51	0	2	"Corporate Auto"	340.8	"Four-Door Car"	"Medsize"
"6986"	"California"	3954.344534	"Basic"	"Bachelor"	"Disabled"	"M"	18375	103	8	50	0	1	"Personal Auto"	535.080276	"Sports Car"	"Large"
"6987"	"Nevada"	3589.372361	"Extended"	"College"	"Employed"	"F"	30944	92	15	46	0	1	"Personal Auto"	348.216284	"Four-Door Car"	"Small"
"6988"	"Arizona"	7329.777554	"Premium"	"College"	"Employed"	"M"	59630	185	9	67	0	1	"Personal Auto"	888	"SUV"	"Medsize"
"6989"	"Nevada"	7380.570445	"Basic"	"Bachelor"	"Employed"	"F"	53957	184	19	80	0	1	"Corporate Auto"	61.554272	"Luxury SUV"	"Medsize"
"6990"	"Oregon"	7472.672033	"Extended"	"High School or Below"	"Employed"	"M"	44385	97	6	31	0	7	"Corporate Auto"	465.6	"Four-Door Car"	"Small"
"6991"	"Oregon"	8500.12195	"Basic"	"High School or Below"	"Unemployed"	"M"	0	119	1	58	0	7	"Personal Auto"	856.8	"Sports Car"	"Medsize"
"6992"	"California"	5846.114411	"Premium"	"High School or Below"	"Employed"	"M"	85956	145	0	85	0	1	"Corporate Auto"	510.381882	"SUV"	"Small"
"6993"	"Arizona"	2231.786517	"Basic"	"High School or Below"	"Unemployed"	"F"	0	61	26	79	1	1	"Personal Auto"	311.404068	"Four-Door Car"	"Small"
"6994"	"California"	4594.292826	"Basic"	"High School or Below"	"Employed"	"F"	39053	114	5	66	0	1	"Personal Auto"	547.2	"Sports Car"	"Medsize"
"6995"	"Oregon"	3044.003202	"Extended"	"High School or Below"	"Employed"	"M"	24475	84	11	55	3	1	"Personal Auto"	604.8	"Four-Door Car"	"Medsize"
"6996"	"Washington"	2759.978287	"Basic"	"Bachelor"	"Employed"	"M"	92296	69	4	65	0	1	"Personal Auto"	331.2	"Two-Door Car"	"Medsize"
"6997"	"Oregon"	11064.29047	"Extended"	"High School or Below"	"Employed"	"M"	29484	93	19	51	0	2	"Personal Auto"	446.4	"Two-Door Car"	"Medsize"
"6998"	"California"	7555.828789	"Premium"	"College"	"Unemployed"	"M"	0	114	19	50	0	3	"Personal Auto"	820.8	"Four-Door Car"	"Medsize"
"6999"	"Oregon"	7469.557777	"Extended"	"College"	"Employed"	"M"	48088	94	25	73	0	4	"Personal Auto"	134.828318	"Two-Door Car"	"Medsize"
"7000"	"California"	4920.492369	"Basic"	"Bachelor"	"Employed"	"M"	21366	63	20	47	0	3	"Personal Auto"	302.4	"Two-Door Car"	"Small"
"7001"	"Arizona"	12298.6863	"Basic"	"High School or Below"	"Medical Leave"	"M"	17101	113	1	88	0	2	"Special Auto"	542.4	"SUV"	"Medsize"
"7002"	"Washington"	4630.363287	"Basic"	"High School or Below"	"Unemployed"	"F"	0	64	3	59	0	4	"Personal Auto"	460.8	"Four-Door Car"	"Small"
"7003"	"California"	4636.54647	"Basic"	"College"	"Retired"	"M"	26802	66	7	43	1	5	"Personal Auto"	316.8	"Two-Door Car"	"Medsize"
"7004"	"Arizona"	20467.71796	"Basic"	"High School or Below"	"Employed"	"M"	89025	64	32	10	0	2	"Personal Auto"	179.251604	"Four-Door Car"	"Large"
"7005"	"California"	3792.829528	"Basic"	"Bachelor"	"Unemployed"	"M"	0	104	23	76	0	1	"Personal Auto"	748.8	"SUV"	"Medsize"
"7006"	"California"	4715.469193	"Extended"	"High School or Below"	"Unemployed"	"F"	0	126	13	91	0	1	"Personal Auto"	694.357961	"SUV"	"Medsize"
"7007"	"California"	2288.763508	"Basic"	"College"	"Unemployed"	"M"	0	63	11	30	0	1	"Personal Auto"	344.288189	"Four-Door Car"	"Large"
"7008"	"California"	5670.132321	"Basic"	"College"	"Employed"	"M"	83086	71	1	43	3	3	"Personal Auto"	320.486645	"Four-Door Car"	"Medsize"
"7009"	"Washington"	7228.993348	"Extended"	"High School or Below"	"Employed"	"M"	53214	91	21	76	0	3	"Personal Auto"	436.8	"Four-Door Car"	"Large"
"7010"	"Arizona"	5639.941974	"Basic"	"High School or Below"	"Employed"	"M"	73168	70	21	50	0	3	"Corporate Auto"	425.800112	"Four-Door Car"	"Medsize"
"7011"	"California"	12840.43291	"Extended"	"College"	"Unemployed"	"F"	0	90	1	94	0	2	"Personal Auto"	648	"Two-Door Car"	"Large"
"7012"	"Oregon"	8828.380695	"Basic"	"Doctor"	"Employed"	"M"	61246	110	24	21	0	3	"Personal Auto"	159.239518	"Sports Car"	"Medsize"
"7013"	"Washington"	13268.79263	"Premium"	"High School or Below"	"Employed"	"M"	32762	112	26	74	0	2	"Corporate Auto"	326.926833	"Four-Door Car"	"Medsize"
"7014"	"California"	3728.874098	"Basic"	"College"	"Unemployed"	"M"	0	69	21	54	5	3	"Personal Auto"	496.8	"Two-Door Car"	"Medsize"
"7015"	"Washington"	13727.79972	"Extended"	"College"	"Unemployed"	"M"	0	126	12	4	0	2	"Personal Auto"	604.8	"SUV"	"Medsize"
"7016"	"California"	8343.751519	"Basic"	"College"	"Employed"	"F"	64127	71	31	19	0	2	"Personal Auto"	72.862304	"Four-Door Car"	"Medsize"
"7017"	"Oregon"	7191.831645	"Basic"	"High School or Below"	"Unemployed"	"M"	0	67	9	54	0	2	"Personal Auto"	308.54976	"Two-Door Car"	"Medsize"
"7018"	"Washington"	13759.14695	"Extended"	"Bachelor"	"Retired"	"F"	16794	96	7	31	0	2	"Personal Auto"	460.8	"Four-Door Car"	"Medsize"
"7019"	"Nevada"	9788.713108	"Extended"	"Bachelor"	"Employed"	"M"	31930	83	19	30	0	2	"Personal Auto"	37.699658	"Four-Door Car"	"Medsize"
"7020"	"Oregon"	3360.44356	"Extended"	"Master"	"Employed"	"M"	74918	85	13	74	0	1	"Special Auto"	314.246507	"Two-Door Car"	"Medsize"
"7021"	"Oregon"	4887.794108	"Extended"	"Bachelor"	"Employed"	"M"	70742	124	3	64	1	1	"Personal Auto"	211.68058	"SUV"	"Small"
"7022"	"Oregon"	7582.113842	"Basic"	"College"	"Employed"	"M"	64801	64	23	19	0	2	"Corporate Auto"	268.471802	"Four-Door Car"	"Medsize"
"7023"	"California"	2516.213745	"Basic"	"Bachelor"	"Employed"	"F"	48829	64	23	70	1	1	"Personal Auto"	300.312635	"Four-Door Car"	"Medsize"
"7024"	"California"	3571.34607	"Extended"	"Doctor"	"Employed"	"F"	73853	89	7	35	0	1	"Personal Auto"	427.2	"Four-Door Car"	"Small"
"7025"	"Arizona"	9868.595441	"Extended"	"High School or Below"	"Unemployed"	"M"	0	99	25	23	0	2	"Personal Auto"	712.8	"Four-Door Car"	"Medsize"
"7026"	"Oregon"	5375.821564	"Basic"	"Bachelor"	"Employed"	"M"	66844	70	11	80	4	5	"Personal Auto"	104.977375	"Four-Door Car"	"Medsize"
"7027"	"California"	4254.620669	"Basic"	"High School or Below"	"Disabled"	"F"	11904	61	34	11	2	3	"Corporate Auto"	292.8	"Two-Door Car"	"Small"
"7028"	"California"	3061.052283	"Extended"	"Bachelor"	"Employed"	"M"	56869	83	25	34	3	1	"Personal Auto"	269.406119	"Four-Door Car"	"Medsize"
"7029"	"Arizona"	2414.770722	"Basic"	"Bachelor"	"Unemployed"	"M"	0	67	3	54	0	1	"Personal Auto"	482.4	"Two-Door Car"	"Large"
"7030"	"Washington"	4526.52638	"Basic"	"Bachelor"	"Unemployed"	"F"	0	68	20	44	1	7	"Personal Auto"	326.4	"Four-Door Car"	"Medsize"
"7031"	"Arizona"	5635.294733	"Basic"	"College"	"Employed"	"M"	59325	71	13	75	0	3	"Corporate Auto"	229.686659	"Four-Door Car"	"Medsize"
"7032"	"Arizona"	8254.698836	"Basic"	"High School or Below"	"Unemployed"	"F"	0	115	19	60	0	9	"Corporate Auto"	552	"Sports Car"	"Large"
"7033"	"Washington"	7320.070571	"Premium"	"High School or Below"	"Unemployed"	"M"	0	112	30	29	1	3	"Personal Auto"	806.4	"Two-Door Car"	"Medsize"
"7034"	"California"	3933.813993	"Basic"	"High School or Below"	"Employed"	"M"	25927	103	6	20	0	1	"Personal Auto"	674.973614	"SUV"	"Medsize"
"7035"	"Arizona"	2433.089468	"Basic"	"College"	"Unemployed"	"M"	0	71	31	79	0	1	"Corporate Auto"	493.055291	"Four-Door Car"	"Medsize"
"7036"	"California"	5706.955563	"Basic"	"Bachelor"	"Employed"	"M"	83073	71	15	46	0	3	"Corporate Auto"	10.42277	"Two-Door Car"	"Medsize"
"7037"	"Oregon"	2585.444463	"Basic"	"High School or Below"	"Unemployed"	"F"	0	73	14	36	2	1	"Personal Auto"	350.4	"Four-Door Car"	"Medsize"
"7038"	"Oregon"	2659.70565	"Extended"	"College"	"Unemployed"	"F"	0	87	4	4	3	1	"Special Auto"	420.041981	"Four-Door Car"	"Medsize"
"7039"	"Arizona"	5310.861767	"Basic"	"College"	"Unemployed"	"F"	0	72	17	11	1	3	"Personal Auto"	345.6	"Four-Door Car"	"Small"
"7040"	"Arizona"	5874.820212	"Basic"	"College"	"Employed"	"F"	35301	74	23	68	0	7	"Personal Auto"	128.643975	"Four-Door Car"	"Medsize"
"7041"	"California"	8579.889155	"Basic"	"College"	"Disabled"	"F"	21829	111	6	59	0	3	"Personal Auto"	532.8	"Sports Car"	"Medsize"
"7042"	"Washington"	8903.966435	"Premium"	"Bachelor"	"Medical Leave"	"F"	15142	116	7	5	0	3	"Personal Auto"	792.609747	"Two-Door Car"	"Small"
"7043"	"Arizona"	8149.769437	"Basic"	"Doctor"	"Unemployed"	"F"	0	71	28	76	0	2	"Corporate Auto"	340.8	"Two-Door Car"	"Medsize"
"7044"	"Arizona"	2570.162134	"Basic"	"Bachelor"	"Employed"	"M"	58498	67	6	1	3	1	"Personal Auto"	321.6	"Four-Door Car"	"Small"
"7045"	"Nevada"	2585.56013	"Basic"	"High School or Below"	"Employed"	"F"	64592	64	12	57	0	1	"Personal Auto"	307.2	"Four-Door Car"	"Medsize"
"7046"	"California"	2844.849804	"Basic"	"Bachelor"	"Employed"	"M"	80306	71	11	12	0	1	"Corporate Auto"	340.8	"Two-Door Car"	"Medsize"
"7047"	"California"	4633.550875	"Basic"	"Bachelor"	"Employed"	"F"	29105	117	28	31	0	1	"Personal Auto"	272.612048	"Sports Car"	"Medsize"
"7048"	"Arizona"	6678.899026	"Extended"	"Bachelor"	"Employed"	"F"	47137	84	5	11	0	5	"Personal Auto"	161.640052	"Four-Door Car"	"Medsize"
"7049"	"Nevada"	2222.865016	"Basic"	"College"	"Unemployed"	"F"	0	62	5	54	0	1	"Corporate Auto"	446.4	"Two-Door Car"	"Medsize"
"7050"	"Washington"	8522.759016	"Basic"	"Doctor"	"Unemployed"	"F"	0	109	19	2	0	3	"Corporate Auto"	723.786607	"SUV"	"Medsize"
"7051"	"Washington"	3479.260311	"Extended"	"College"	"Employed"	"F"	66711	86	25	92	0	1	"Corporate Auto"	366.381387	"Two-Door Car"	"Small"
"7052"	"Oregon"	7851.582939	"Basic"	"High School or Below"	"Employed"	"F"	48943	65	17	50	0	2	"Corporate Auto"	105.068788	"Two-Door Car"	"Medsize"
"7053"	"Arizona"	2509.508795	"Basic"	"Bachelor"	"Unemployed"	"F"	0	71	20	48	0	1	"Personal Auto"	511.2	"Four-Door Car"	"Small"
"7054"	"Oregon"	2854.26694	"Basic"	"High School or Below"	"Employed"	"F"	34807	73	8	90	0	1	"Personal Auto"	472.043042	"Two-Door Car"	"Small"
"7055"	"Oregon"	8879.790017	"Basic"	"High School or Below"	"Employed"	"F"	52583	113	12	59	0	7	"Personal Auto"	528.20086	"SUV"	"Small"
"7056"	"California"	8392.618913	"Basic"	"Master"	"Unemployed"	"M"	0	111	6	51	0	4	"Corporate Auto"	617.396701	"Sports Car"	"Medsize"
"7057"	"Washington"	5279.478432	"Basic"	"High School or Below"	"Employed"	"F"	92589	65	29	20	0	9	"Personal Auto"	312	"Four-Door Car"	"Large"
"7058"	"Oregon"	8272.330818	"Basic"	"College"	"Employed"	"M"	96689	103	34	80	0	5	"Personal Auto"	37.802583	"Sports Car"	"Medsize"
"7059"	"Nevada"	7662.429999	"Basic"	"High School or Below"	"Unemployed"	"M"	0	73	28	19	0	2	"Corporate Auto"	525.6	"Four-Door Car"	"Medsize"
"7060"	"California"	4899.977003	"Extended"	"Doctor"	"Employed"	"M"	76594	122	26	9	1	1	"Personal Auto"	832.453791	"SUV"	"Medsize"
"7061"	"Arizona"	4508.862933	"Basic"	"Bachelor"	"Employed"	"M"	83777	112	18	74	0	1	"Personal Auto"	377.354191	"Sports Car"	"Small"
"7062"	"Washington"	3094.320237	"Extended"	"College"	"Employed"	"F"	20954	78	15	27	0	1	"Special Auto"	534.501024	"Four-Door Car"	"Medsize"
"7063"	"Nevada"	4383.150505	"Basic"	"Master"	"Employed"	"M"	84491	110	0	0	0	1	"Personal Auto"	156.282093	"SUV"	"Medsize"
"7064"	"Oregon"	2530.705137	"Basic"	"Bachelor"	"Employed"	"F"	89451	63	11	2	0	1	"Personal Auto"	61.769564	"Four-Door Car"	"Medsize"
"7065"	"Arizona"	8291.659086	"Basic"	"High School or Below"	"Employed"	"F"	85132	106	0	60	5	3	"Personal Auto"	501.134524	"SUV"	"Medsize"
"7066"	"Arizona"	8164.31273	"Basic"	"College"	"Disabled"	"M"	11193	114	2	88	0	6	"Personal Auto"	820.8	"SUV"	"Small"
"7067"	"Oregon"	2337.35182	"Basic"	"High School or Below"	"Medical Leave"	"F"	28806	61	13	90	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Small"
"7068"	"Washington"	9002.409572	"Premium"	"High School or Below"	"Employed"	"M"	76184	111	23	19	0	3	"Corporate Auto"	532.8	"Two-Door Car"	"Small"
"7069"	"California"	5389.499465	"Extended"	"College"	"Employed"	"M"	66429	136	35	93	0	1	"Corporate Auto"	57.712985	"Sports Car"	"Medsize"
"7070"	"California"	2721.585434	"Basic"	"High School or Below"	"Employed"	"F"	43278	68	10	10	0	1	"Personal Auto"	326.4	"Four-Door Car"	"Small"
"7071"	"California"	6005.847375	"Extended"	"College"	"Retired"	"M"	13528	86	21	35	0	3	"Personal Auto"	412.8	"Four-Door Car"	"Medsize"
"7072"	"California"	5555.830205	"Basic"	"Bachelor"	"Employed"	"M"	74015	72	12	61	0	6	"Personal Auto"	471.443077	"Four-Door Car"	"Small"
"7073"	"Nevada"	5470.060561	"Extended"	"Bachelor"	"Employed"	"F"	54507	138	20	11	0	1	"Personal Auto"	702.990032	"SUV"	"Medsize"
"7074"	"Oregon"	15610.90065	"Premium"	"Master"	"Unemployed"	"F"	0	119	3	52	5	2	"Personal Auto"	439.352186	"Four-Door Car"	"Medsize"
"7075"	"Arizona"	2616.613903	"Basic"	"College"	"Employed"	"M"	72302	66	6	27	0	1	"Corporate Auto"	316.8	"Two-Door Car"	"Medsize"
"7076"	"Oregon"	4681.52815	"Basic"	"Bachelor"	"Disabled"	"F"	14606	72	2	94	5	4	"Personal Auto"	439.772868	"Four-Door Car"	"Medsize"
"7077"	"Arizona"	4890.1093	"Basic"	"Master"	"Unemployed"	"M"	0	68	21	59	0	7	"Personal Auto"	689.282166	"Four-Door Car"	"Small"
